Topic,Asset,Interval,Target param,word_count,hour_sin,hour_cos,return_1d_lag1,vol_1d_lag1,return_1d_sma5,vol_1d_sma5,topic_sentiment
Federal politics,ES,30m,Vol,0.055910923888463776,0.04759425175899757,0.043590180849697686,0.05875129440589408,0.10915043144415142,0.05058864543626842,0.5814656309123674,0.052948641304159785
Federal politics,ES,1h,Vol,0.10551177573844028,0.04439482300263462,0.0528775244668167,0.047420388008200955,0.06256687473830623,0.06983914394234478,0.4629598024983494,0.15442966760490717
Federal politics,ES,1d,Vol,0.0020882654538002116,0.00896698771781532,0.003014067032468632,0.007141984671880291,0.6752311640530597,0.006853393066876692,0.29181808743687804,0.004886050567221082
Federal politics,YM,5m,Vol,0.07889363780424957,0.08127085771903574,0.05217380735400414,0.08374708466617856,0.19380364404299577,0.12436146475283953,0.27741771512011376,0.10833178854058297
Federal politics,YM,15m,Vol,0.04604124723035318,0.05172780623301401,0.041420112594492436,0.26417932190453164,0.06580388385304137,0.066872911951188,0.3830242359697904,0.08093048026358902
Federal politics,YM,30m,Vol,0.0882163517933728,0.05756968883072783,0.06499303757065843,0.0662938902601129,0.05988401150409558,0.08384352407900739,0.4845678404510985,0.0946316555109266
Federal politics,YM,1h,Vol,0.1174091890387128,0.05241253782026983,0.057067519497307526,0.07345070198046465,0.03458702872363862,0.12413436814609867,0.38059775328334416,0.1603409015101638
Federal politics,YM,1d,Vol,0.01118211599956079,0.010666689290206928,0.008579166003945787,0.13784923080498637,0.14087249634528107,0.06371503103903754,0.6120986254624627,0.015036645054518773
Federal politics,ZN,5m,Vol,0.1002607702056776,0.05352535022153346,0.08341967285609753,0.23690724465963886,0.0543688757368151,0.20289720095248207,0.13917276661217054,0.1294481187555849
Federal politics,ZN,15m,Vol,0.12286719564337283,0.06982416419923063,0.07230671197285833,0.161972276011378,0.04565842780543657,0.21195754582332074,0.147608669452092,0.16780500909231086
Federal politics,ZN,30m,Vol,0.10456149489028607,0.05106294068729893,0.08850447694385329,0.23658999284353965,0.0736982688906427,0.17686615543373504,0.14097827927018727,0.12773839104045703
Federal politics,ZN,1h,Vol,0.11663011102571653,0.05602672289074479,0.055386695899189826,0.291672571793957,0.04035545080288574,0.17636073680753575,0.11819086218156519,0.14537684859840524
Federal politics,ZN,1d,Vol,0.0938138972556565,0.05462920647399449,0.04858111497209529,0.36203905172604595,0.04664571994246011,0.17660977810110054,0.10865191035831527,0.10902932117033176
Federal politics,I_NDX,5m,Vol,0.058695164711355254,0.03669524855624473,0.03820089220210169,0.10329953414415363,0.07936802438891165,0.09413701525770425,0.5245880290799181,0.06501609165961075
Federal politics,I_NDX,15m,Vol,0.03974195245901726,0.02810529736567156,0.025956539484785393,0.05710389924281023,0.081337468670795,0.056147322664312986,0.667375597861301,0.04423192225130662
Federal politics,I_NDX,30m,Vol,0.03441874630021076,0.024964732519096634,0.02174206573694218,0.05842715779274367,0.05509125162203065,0.055500257600824374,0.7153294516941898,0.034526336733961986
Federal politics,I_NDX,1h,Vol,0.032055247622035106,0.022921140337806366,0.019829993021322392,0.05211810460206893,0.07324527789348549,0.057592167582955,0.7133576124801935,0.028880456460133284
Federal politics,I_NDX,1d,Vol,0.01768322155597374,0.01279461104793879,0.024535012251658238,0.10518485136941873,0.27030010253636844,0.14579218744672584,0.4045990423344935,0.01911097145742276
Federal politics,X_BTCUSD,5m,Beta,0.1381119567449982,0.07822131141156104,0.07004628955279825,0.19976368143576576,0.043761471421362365,0.23464806860796586,0.10527947393184581,0.13016774689370283
Federal politics,X_BTCUSD,15m,Beta,0.14295284066856184,0.08137070671844863,0.09168109400490174,0.14764669530983662,0.059840424034372834,0.1768449850219786,0.14556108091267816,0.1541021733292216
Federal politics,X_BTCUSD,30m,Beta,0.13365192753876545,0.0757669047368112,0.0921880064008562,0.15701274864436998,0.05717274246790918,0.1754468855482698,0.15197295153598642,0.1567878331270318
Federal politics,X_BTCUSD,1h,Beta,0.11809796960759714,0.08790594215823434,0.07792575395377917,0.14689813002738508,0.06697593676489509,0.2135598174889757,0.1305326193668472,0.15810383063228622
Federal politics,X_BTCUSD,1d,Beta,0.13015580520746875,0.05691848950246057,0.07747421469963525,0.19318978388006536,0.049283680133319824,0.2202951263994781,0.144715003318294,0.1279678968592782
Federal politics,CL,5m,Beta,0.14640669957299346,0.0713855143061626,0.068211010787859,0.27472046024861607,0.02604501611559595,0.14935466842436015,0.14301245678772587,0.12086417375668694
Federal politics,CL,15m,Beta,0.15272208131604087,0.06843599886097654,0.0779998014272421,0.2309786139937692,0.03519292707483314,0.18808123888679812,0.11991424224892476,0.1266750961914154
